name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor
Robert Baratheon,Robert Baratheon,Robert Baratheon,House Baratheon,1,1,1,0,1,Unknown,Cassana Estermont,Steffon Baratheon,Cersei Lannister,House Baratheon,Joffrey Baratheon,0
Robert Brax,,Robert Brax,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Brax,Unknown,1
Robert Brax (son of Flement),,Robert Brax (son of Flement),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Brax,Unknown,1
Robert Flowers,,Robert Flowers,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingsguard,Unknown,1
Robert Frey,,Robert Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Robert Frey (son of Raymund),,Robert Frey (son of Raymund),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Robert Paege,,Robert Paege,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Paege,Unknown,1
Robin,,Robin,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Robin Flint,Robin Flint,Robin Flint,House Stark,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Flint of Widow's Watch,Unknown,0
Robin Hill,,Robin Hill,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Robin Hollard,,Robin Hollard,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hollard,Unknown,1
Robin Moreland,Robin Moreland,Robin Moreland,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Moreland,Unknown,0
Robin Potter,,Robin Potter,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Potter,Unknown,1
Robin Ryger,Robin Ryger,Robin Ryger,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Ryger,Unknown,0
Robyn Rhysling,,Robyn Rhysling,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Rhysling,Unknown,1
Rodrik Flint,,Rodrik Flint,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Flint,Unknown,1
Roelle,,Roelle,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tarth,Unknown,1
Roger Hogg,Roger Hogg,Roger Hogg,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Hogg,Unknown,0
Roger of Pennytree,,Roger of Pennytree,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rohanne Webber,,Rohanne Webber,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Simon Staunton,House Webber,Unknown,1
Roland Crakehall (Kingsguard),Roland Crakehall,Roland Crakehall (Kingsguard),House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,0
Rolder,Rolder,Rolder,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Rolfe,Rolfe,Rolfe,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rolfe the Dwarf,Rolfe the Dwarf,,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rollam Westerling,Rollam Westerling,Rollam Westerling,House Stark,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Westerling,Unknown,0
Rolland Darklyn,,Rolland Darklyn,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Darklyn,Unknown,1
Rolland Longthorpe,,Rolland Longthorpe,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Longthorpe,Unknown,1
Rolland Storm,,Rolland Storm,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Caron,Unknown,1
Rolland Uffering,,Rolland Uffering,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Rohanne Webber,House Uffering,Unknown,1
Rolley,Rolley,,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rolly Duckfield,Rolly Duckfield,Rolly Duckfield,House Targaryen,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,0
Rolph Spicer,Rolph Spicer,Rolph Spicer,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Spicer,Unknown,0
Ronald Connington,,Ronald Connington,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Connington,Unknown,1
Ronald Storm,Ronald Storm,Ronald Storm,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Connington,Unknown,0
Ronald Vance,,Ronald Vance,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Atranta,Unknown,1
Ronel Rivers,,Ronel Rivers,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Ronnel Harclay,Ronnel Harclay,Ronnel Harclay,Night's Watch,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Harclay,Unknown,0
Ronnet Connington,Ronnet Connington,Ronnet Connington,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Connington,Unknown,0
Roone,,Roone,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Roone (maester),,Roone (maester),Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rorge,Rorge,Rorge,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Brave Companions,Unknown,0
Rosamund Lannister,,Rosamund Lannister,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister of Lannisport,Unknown,1
Rosey,,Rosey,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rossart,,Rossart,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Alchemists' Guild,Unknown,1
Royce Coldwater,,Royce Coldwater,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Coldwater,Unknown,1
Rudge,Rudge,Rudge,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Rufus Leek,,Rufus Leek,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Leek,Unknown,1
Rugen,,Rugen,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Runcel Hightower,,Runcel Hightower,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hightower,Unknown,1
Runciter,,Runciter,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rupert Brax,Rupert Brax,Rupert Brax,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Brax,Unknown,0
Rupert Crabb,,Rupert Crabb,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crabb,Unknown,1
Rusty Flowers,Rusty Flowers,Rusty Flowers,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Ryam,,Ryam,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ryam Florent,,Ryam Florent,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Florent,Unknown,1
Ryam Redwyne,,Ryam Redwyne,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Redwyne,Unknown,1
Rycherd Crane,,Rycherd Crane,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Rylene Florent,House Crane,Unknown,1
Ryella Frey,,Ryella Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Ryella Royce,,Ryella Royce,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Arwood Frey,House Royce,Unknown,1
Ryger Rivers,Ryger Rivers,Ryger Rivers,None,0,1,0,1,1,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Rylene Florent,,Rylene Florent,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Rycherd Crane,House Florent,Unknown,1
Ryles,,Ryles,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Ryman Frey,Ryman Frey,Ryman Frey,None,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Saathos,,Saathos,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Sailor's Wife,,Sailor's Wife,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Happy Port,Unknown,1
Sallei Paege,,Sallei Paege,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Jammos Frey,House Paege,Unknown,1
Salloreon,,Salloreon,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Antler Men,Unknown,1
Sam Stoops,,Sam Stoops,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Samwell Spicer,,Samwell Spicer,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Spicer,Unknown,1
Samwell Stone,,Samwell Stone,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Royce,Unknown,1
Sandor Clegane,Sandor Clegane,Sandor Clegane,None,1,1,0,0,1,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,0
Sandor Frey,,Sandor Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Sarra Frey,Sarra Frey,Sarra Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Sarya Whent,,Sarya Whent,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Walder Frey,House Whent,Unknown,1
Satin,Satin,Satin,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Sawwood,Sawwood,Sawwood,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Scarb,,Scarb,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Scolera,,Scolera,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Sedgekins,Sedgekins,Sedgekins,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Sefton Staunton,,Sefton Staunton,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Staunton,Unknown,1
Selmond Stackspear,,Selmond Stackspear,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Stackspear,Unknown,1
Selwyn Tarth,,Selwyn Tarth,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tarth,Unknown,1
Selyse Florent,Selyse Florent,Selyse Florent,House Baratheon,1,0,1,1,0,Unknown,Unknown,Unknown,Stannis Baratheon,House Florent,Unknown,0
Senelle,Senelle,Senelle,House Lannister,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Serra Frey,Serra Frey,Serra Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Serwyn of the Mirror Shield,,Serwyn of the Mirror Shield,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingsguard,Unknown,1
Shae,Shae,Shae,House Lannister,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Shagwell,Shagwell,Shagwell,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Brave Companions,Unknown,0
Sharna,Sharna,Sharna,None,0,0,0,1,0,Unknown,Unknown,Unknown,Husband,Unknown,Unknown,0
Shella,,Shella,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Shiera Crakehall,,Shiera Crakehall,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Damion Lannister,House Crakehall,Unknown,1
Shierle Swyft,,Shierle Swyft,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Melwyn Sarsfield,House Swyft,Unknown,1
Shireen Baratheon,Shireen Baratheon,Shireen Baratheon,House Baratheon,1,0,1,1,1,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Shirei Frey,Shirei Frey,Shirei Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Shyra Errol,Shyra Errol,Shyra Errol,House Baratheon,1,0,1,0,0,Unknown,Unknown,Unknown,Unknown,House Errol,Unknown,0
Simon Leygood,,Simon Leygood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Leygood,Unknown,1
Simon Staunton,,Simon Staunton,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Rohanne Webber,House Staunton,Unknown,1
Simon Toyne,,Simon Toyne,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Toyne,Unknown,1
Skinner,Skinner,Skinner,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bolton,Unknown,0
Sky Blue Su,,Sky Blue Su,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Small Paul,Small Paul,Small Paul,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Smiling Knight,,Smiling Knight,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingswood Brotherhood,Unknown,1
Softfoot,Softfoot,Softfoot,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Sour Alyn,Sour Alyn,Sour Alyn,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bolton,Unknown,0
Spare Boot,Spare Boot,Spare Boot,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Spotted Pate of Maidenpool,Spotted Pate of Maidenpool,Spotted Pate of Maidenpool,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Squint,Squint,Squint,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Squinty Jeyne,,Squinty Jeyne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Stalwart Shield,Stalwart Shield,Stalwart Shield,House Targaryen,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unsullied,Unknown,0
Stannis Baratheon,,Stannis Baratheon,House Baratheon,1,1,,1,1,Unknown,Cassana Estermont,Steffon Baratheon,Unknown,House Baratheon,Shireen Baratheon,1
Stannis Seaworth,,Stannis Seaworth,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,1
Steely Pate,,Steely Pate,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Steffon Baratheon,,Steffon Baratheon,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Cassana Estermont,House Baratheon,Unknown,1
Steffon Darklyn,,Steffon Darklyn,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Darklyn,Unknown,1
Steffon Fossoway,,Steffon Fossoway,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Fossoway of Cider Hall,Unknown,1
Steffon Frey,,Steffon Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Steffon Hollard,,Steffon Hollard,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hollard,Unknown,1
Steffon Seaworth,,Steffon Seaworth,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,1
Steffon Stackspear,,Steffon Stackspear,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Stackspear,Unknown,1
Steffon Swyft,Steffon Swyft,Steffon Swyft,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Swyft,Unknown,0
Steffon Varner,,Steffon Varner,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Varner,Unknown,1
Stevron Frey,Stevron Frey,Stevron Frey,House Stark,1,1,1,0,0,Unknown,Unknown,Unknown,Corenna Swann,House Frey,Unknown,0
Stonesnake,Stonesnake,Stonesnake,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Stygg,Stygg,Stygg,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Sumner Crakehall,,Sumner Crakehall,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,1
Sybell Spicer,Sybell Spicer,Sybell Spicer,House Lannister,1,0,1,1,0,Unknown,Unknown,Unknown,Gawen Westerling,House Spicer,Unknown,0
Sylas,,Sylas,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Sylwa Paege,,Sylwa Paege,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Whalen Frey,House Paege,Unknown,1
Symeon Star-Eyes,,Symeon Star-Eyes,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Symon Hollard,,Symon Hollard,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hollard,Unknown,1
Symon Santagar,,Symon Santagar,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Santagar,Unknown,1
Symon Silver Tongue,Symon Silver Tongue,Symon Silver Tongue,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Symon Stripeback,Symon Stripeback,Symon Stripeback,House Targaryen,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,0
Symond Frey,Symond Frey,Symond Frey,None,1,1,0,0,0,Unknown,Unknown,Unknown,Betharios of Braavos,House Frey,Unknown,0
Symond Templeton,Symond Templeton,Symond Templeton,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Templeton,Unknown,0
Talbert Serry,Talbert Serry,,House Tyrell,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Talla Tarly,,Talla Tarly,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tarly,Unknown,1
Tallad,Tallad,Tallad,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of King's Landing,Unknown,0
Tanda Stokeworth,Tanda Stokeworth,Tanda Stokeworth,House Lannister,1,0,1,0,1,Unknown,Unknown,Unknown,Unknown,House Stokeworth,Unknown,0
Tansy,,Tansy,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Peach,Unknown,1
Tansy (orphan),,Tansy (orphan),Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Tanton Fossoway,Tanton Fossoway,Tanton Fossoway,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Fossoway of Cider Hall,Unknown,0
Tarber,,Tarber,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Terrance Lynderly,Terrance Lynderly,Terrance Lynderly,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lynderly,Unknown,0
Terrence Kenning,,Terrence Kenning,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Kenning of Kayce,Unknown,1
Terrence Toyne,,Terrence Toyne,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Toyne,Unknown,1
Theo Frey,Theo Frey,Theo Frey,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Theobald,,Theobald,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Theodore Tyrell,,Theodore Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Lia Serry,House Tyrell,Unknown,1
Theomar Smallwood,,Theomar Smallwood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Ravella Swann,House Smallwood,Unknown,1
Theomore Harlaw,,Theomore Harlaw,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Harlaw,Unknown,1
Theomore Lannister,Theomore Lannister,,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Thoren Smallwood,Thoren Smallwood,Thoren Smallwood,Night's Watch,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Three Toes,Three Toes,Three Toes,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brave Companions,Unknown,0
Tickler,Tickler,,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Tim Stone,,Tim Stone,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Tim Tangletongue,Tim Tangletongue,Tim Tangletongue,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Timon,Timon,Timon,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Timoth,,Timoth,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,1
Tion Frey,Tion Frey,Tion Frey,House Lannister,1,0,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Titus Peake,,Titus Peake,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Margot Lannister,House Peake,Unknown,1
Tobbot,,Tobbot,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,1
Todder,Todder,Todder,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Todric,Todric,Todric,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Tom Costayne,,Tom Costayne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Costayne,Unknown,1
Tom of Sevenstreams,Tom of Sevenstreams,Tom of Sevenstreams,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,0
Tommard Heddle,,Tommard Heddle,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Heddle,Unknown,1
Tommen Baratheon,,Tommen Baratheon,Unknown,1,1,0,1,1,Unknown,Cersei Lannister,Robert Baratheon,Unknown,House Lannister,Myrcella Baratheon,1
Tommen Costayne,,Tommen Costayne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Costayne,Unknown,1
Torbert,,Torbert,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Tothmure,Tothmure,Tothmure,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Trebor Jordayne,,Trebor Jordayne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Jordayne,Unknown,1
Tregar,Tregar,Tregar,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Tristan Mudd,,Tristan Mudd,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mudd,Unknown,1
Tristan Ryger,,Tristan Ryger,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Ryger,Unknown,1
Tristifer IV Mudd,,Tristifer IV Mudd,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Tristifer V Mudd,,Tristifer V Mudd,Unknown,0,1,0,1,0,Unknown,Unknown,Tristifer IV Mudd,Unknown,Unknown,Unknown,1
Tristimun,,Tristimun,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Sea watch,Unknown,1
Triston of Tally Hill,,Triston of Tally Hill,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Sunglass,Unknown,1
Triston Sunderland,Triston Sunderland,Triston Sunderland,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Sunderland,Unknown,0
Tuffleberry,Tuffleberry,Tuffleberry,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Tumberjon,Tumberjon,Tumberjon,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Turquin,,Turquin,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Tya Lannister,,Tya Lannister,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Gowen Baratheon,House Baratheon,Unknown,1
Tyana Wylde,,Tyana Wylde,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Aenys Frey,House Wylde,Unknown,1
Tybero Istarion,Tybero Istarion,Tybero Istarion,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Second Sons,Unknown,0
Tybolt Crakehall,,Tybolt Crakehall,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,1
Tybolt Hetherspoon,,Tybolt Hetherspoon,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hetherspoon,Unknown,1
Tygett Lannister,,Tygett Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Darlessa Marbrand,House Lannister,Unknown,1
Tyland Lannister,,Tyland Lannister,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Tymor,Tymor,Tymor,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Tyrek Lannister,Tyrek Lannister,Tyrek Lannister,House Lannister,1,1,1,0,0,Unknown,Unknown,Unknown,Ermesande Hayford,House Lannister,Unknown,0
Tyrion Lannister,Tyrion Lannister,Tyrion Lannister,House Lannister,1,1,1,1,1,Unknown,Unknown,Unknown,Tysha,House Lannister,Unknown,0
Tyrion Tanner,,Tyrion Tanner,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Stokeworth,Unknown,1
Tysane Frey,,Tysane Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Tysha,,Tysha,Unknown,0,0,0,1,1,Unknown,Unknown,Unknown,Tyrion Lannister,Unknown,Unknown,1
Tyta Frey,Tyta Frey,Tyta Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Tytos Blackwood,Tytos Blackwood,Tytos Blackwood,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Blackwood,Unknown,0
Tytos Brax,Tytos Brax,Tytos Brax,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Brax,Unknown,0
Tytos Frey,Tytos Frey,Tytos Frey,None,1,1,0,0,0,Unknown,Unknown,Unknown,Zhoe Blanetree,House Frey,Unknown,0
Tytos Lannister,,Tytos Lannister,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Jeyne Marbrand,House Lannister,Unknown,1
Tywin Frey,,Tywin Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
